,Name,cfb_id,pfr_id,School,Conference,DR,DP,NFL POS,Draft Year,Designation in last Year,Landing Team,Age IN DRAFT YEAR (9/1/dy),DOB,Conference Drafted Rate,Conference Hit Rate,Age Adjusted Hit Rate AVG,Pre-Draft,Pre-Draft Percentile,Post-Draft,Post-Draft Percentile,Cr.Year BO,>20%,>30%,Decimal BOA (30%),Cr.Year BO.1,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Per Game College Dominator Rating,YPTpA Dominator,Yards Dominator,Conference.1,Team (Conference Adjusted),Age,Conference.2,Team,Age.1,First RecYds/TmPatt,Best RecYds/TmPatt,Last RecYds/TmPatt,AVG RecYds/TmPatt,First RecYds/TmPatt Above Conference AVg,Best RecYds/TmPatt Above Conference Avg,Last  RecYds/TmPatt Above Conference Avg,AVG  RecYds/TmPatt Above Conference Avg,First RecYds/TmPatt Above TM Avg,Best RecYds/TmPatt Above TM Avg,Last  RecYds/TmPatt Above TM Avg,AVG  RecYds/TmPatt Above TM Avg,First RecYds/TmPatt Above AGE Avg,Best RecYds/TmPatt Above AGE Avg,Last  RecYds/TmPatt Above AGE Avg,AVG  RecYds/TmPatt Above AGE Avg,First Dominator,Best Dominator,Last Dominator,AVG Dominator (Min 2 Seasons),First Dominator.1,Best Dominator.1,Last Dominator.1,AVG Dominator (Min 2 Seasons).1,First Doa,Last Doa,Best Doa,Doa (AVG),First MS rec Yards,last ms rec yards,Best MS rec Yards,AVG MS REC Yds,First MS rec Yards.1,last ms rec yards.1,Best MS rec Yards.1,AVG MS REC Yds.1,PPG Above conference expectation (Best Year),S/EX (MS Yards Over Expectation using a 5 year conference AVG of top producer),TeamMate Score (TeamMate Over Expected),Production Score,Efficency Score (YTMpA Over conference AVG WR1s),Calvin Johnson Index,Combine Score,18,19,20,21,22,23,18.1,19.1,20.1,21.1,22.1,23.1,18.2,19.2,20.2,21.2,22.2,23.2,18.3,19.3,20.3,21.3,22.3,23.3,18.4,19.4,20.4,21.4,22.4,23.4,18.5,19.5,20.5,21.5,22.5,23.5,18.6,19.6,20.6,21.6,22.6,23.6,18.7,19.7,20.7,21.7,22.7,23.7,18.8,19.8,20.8,21.8,22.8,23.8,18.9,19.9,20.9,21.9,22.9,23.9,18.10,19.10,20.10,21.10,22.10,23.10,18.11,19.11,20.11,21.11,22.11,23.11,18.12,19.12,20.12,21.12,22.12,23.12,18.13,19.13,20.13,21.13,22.13,23.13,18.14,19.14,20.14,21.14,22.14,23.14,18.15,19.15,20.15,21.15,22.15,23.15,18.16,19.16,20.16,21.16,22.16,23.16,18.17,19.17,20.17,21.17,22.17,23.17,18.18,19.18,20.18,21.18,22.18,23.18,18.19,19.19,20.19,21.19,22.19,23.19,18.20,19.20,20.20,21.20,22.20,23.20,18.21,19.21,20.21,21.21,22.21,23.21,18.22,19.22,20.22,21.22,22.22,23.22,18.23,19.23,20.23,21.23,22.23,23.23,BMI,weight,height,bench,40,3Cone,shuttle,vert,broadInches,Burst Score,HaSS,WaSS,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,Year 1 TGT%,Year 1 EP,Year 1 reFPOE,Year 1 PPG,AVG EP Season 1-3,AVG PPG (PPR) Season 1-3,Year 1 Yards,Year 1 Yards/G
865,Darius Reynaud,darius-reynaud-1,ReynDa00,West Virginia,Big East,UDFA,UDFA,WR,2008,SR,0,23,12/29/1984,1.40%,7.10%,3.80%,3.3,37%,2.38,35%,1,20,20,20.67,1,3,38,11.9,133,1550,11.7,3.5,1.0,55.20%,55.20%,2.8,35.50%,0.46,0.46,-0.39,5.90%,6.60%,-3.10%,1.54,2.8,2.8,2.2,-0.2,1.0,1.0,0.5,-0.1,1.2,1.2,0.6,-1,0.1,0.1,-0.4,31.50%,55.20%,55.20%,35.30%,31.50%,55.20%,55.20%,35.30%,0.20%,22.80%,22.80%,3.50%,21.20%,35.50%,35.50%,27.32%,-46.30%,-27.70%,-27.70%,-34.06%,3.72,6.90%,2.60%,1.20%,0.7,-6.40%,262,,,12.0,13.0,13.0,,,,8.69,9.62,17.35,,,,30.0,39.0,64.0,,,,297.0,520.0,733.0,,,,5.0,2.0,12.0,,,,15.54%,17.03%,24.15%,,,,21.24%,25.25%,35.46%,,,,21.24%,25.25%,35.46%,,,,-8.90%,-5.90%,5.50%,,,,-0.20%,3.80%,14.00%,,,,0.50%,4.50%,14.70%,,,,41.67%,13.33%,75.00%,,,,31.46%,19.29%,55.23%,,,,31.50%,19.30%,55.20%,,,,0.20%,-12.60%,22.80%,,,,18.40%,21.10%,29.80%,,,,0.5,1.0,1.0,,,,0.5,1.0,1.0,,,,-0.4,0.1,0.1,,,,1.5,2.3,2.8,,,,1.5,2.3,2.8,,-,-,-1,-0.3,0.1,-,,,-0.19,0.54,1.04,,,,-0.15,0.58,1.07,,29.68,201.0,69.0,20.0,4.48,6.88,4.32,34.5,130,123.65,87.78,99.8,0,0,0,0.00%,0,0,0,0.14,0,,
866,Limas Sweed,limas-sweed-1,SweeLi00,Texas,Big 12 (South),2,53,WR,2008,SR,PIT,23,12/25/1984,1.40%,33.30%,18.10%,2.6,27%,5.66,77%,3,21,21,21.68,3,4,43,9.8,124,1915,15.4,2.9,5.0,22.10%,27.00%,1.7,18.10%,-0.02,-0.02,-0.86,-3.70%,-4.20%,-12.40%,1.16,2.2,1.3,1.6,-0.4,0.6,-0.3,0,-0.7,0.4,-0.5,-0.3,-0.8,-0.4,-1.3,-0.9,8.00%,32.80%,21.20%,20.10%,6.60%,32.80%,11.40%,17.30%,-19.60%,-21.00%,0.90%,-13.10%,13.30%,9.20%,26.90%,19.29%,9.40%,16.20%,16.20%,9.74%,-3.29,-2.00%,-1.40%,-6.10%,-0.1,-5.80%,256,,10.0,13.0,13.0,7.0,,,4.93,9.27,15.24,9.66,,,23.0,36.0,46.0,19.0,,,263.0,545.0,801.0,306.0,,,0.0,5.0,12.0,3.0,,,8.42%,10.71%,12.47%,4.38%,,,13.26%,17.68%,26.92%,9.22%,,,13.26%,17.68%,26.92%,,,,-12.00%,-12.40%,-4.30%,-20.70%,,,-9.70%,-5.30%,3.90%,,,,-10.20%,-5.80%,3.50%,,,,0.00%,19.23%,38.71%,13.64%,,,7.96%,18.45%,32.82%,21.22%,,,6.60%,18.50%,32.80%,11.40%,,,-19.60%,-12.80%,0.90%,-21.00%,,,10.80%,14.20%,19.70%,6.80%,,,0.4,0.7,1.0,0.6,,,0.4,0.7,1.0,0.6,,,-0.6,-0.3,0.0,-0.3,,,1.2,1.6,2.2,1.3,,,1.2,1.6,2.2,1.3,,-,-0.8,-0.9,-0.4,-1.3,-,,-0.43,0.04,0.59,-0.27,,,-0.66,-0.19,0.36,-0.5,,26.17,215.0,76.0,0.0,4.48,0.0,0.0,35.0,0,59.5,113.94,106.75,0,0,0,7.90%,3.48,-1.5,3.1,2.61,1.74,64.0,5.8
867,Kerry Reed,kerry-reed-1,ReedKe00,Michigan State,Big Ten,UDFA,UDFA,WR,2007,SR,0,22,12/24/1984,1.40%,14.30%,1.00%,2.8,30%,2.08,29%,-,21,-,-,-,2,23,12,95,1213,12.8,4.1,1.0,28.10%,28.10%,1.9,28.40%,-0.22,-0.22,-1.04,-3.30%,-1.50%,-9.70%,1.16,1.9,1.9,1.5,-0.6,0.1,0.1,-0.2,-0.5,0.2,0.2,-0.2,-1.3,-0.7,-0.7,-1,17.20%,28.10%,28.10%,22.60%,17.20%,28.10%,28.10%,22.60%,-14.10%,-3.90%,-3.90%,-9.00%,13.50%,28.40%,28.40%,20.93%,36.20%,3.10%,36.20%,19.68%,-0.66,-1.20%,-0.70%,-2.60%,-0.3,-,-,,,11.0,12.0,,,,,9.53,14.38,,,,,31.0,64.0,,,,,438.0,775.0,,,,,5.0,5.0,,,,,8.20%,15.35%,,,,,13.48%,28.38%,,,,,13.48%,28.38%,,,,,-16.60%,-2.80%,,,,,-10.70%,4.20%,,,,,-8.90%,6.00%,,,,,20.83%,27.78%,,,,,17.16%,28.08%,,,,,17.20%,28.10%,,,,,-14.10%,-3.90%,,,,,10.80%,21.90%,,,,,0.5,1.0,,,,,0.5,1.0,,,,,-0.2,0.2,,,,,1.2,1.9,,,,,1.2,1.9,,,-,-,-1.3,-0.7,-,-,,,-0.57,0.13,,,,,-0.59,0.11,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
868,Kevin Robinson,kevin-robinson-1,RobiKe00,Utah State,WAC,6,182,WR,2008,SR,KAN,23,12/19/1984,1.40%,0.00%,7.50%,4.7,61%,2.76,42%,1,19,20,20.7,2,4,46,12.5,178,2485,14.0,3.9,1.0,42.60%,42.60%,2.4,34.90%,0.41,0.41,-0.39,9.40%,8.20%,2.20%,1.65,2.4,2.4,2,0,0.7,0.7,0.4,0,0.7,0.7,0.4,-0.3,-0.3,-0.3,-0.4,26.40%,45.10%,40.20%,38.80%,26.40%,45.10%,40.20%,38.80%,0.20%,7.70%,13.20%,8.40%,25.60%,34.90%,34.90%,31.30%,-7.80%,-30.40%,-7.80%,-24.96%,-0.04,7.60%,-1.90%,3.70%,0.2,-8.20%,255,,11.0,11.0,12.0,12.0,,,11.11,15.65,10.64,12.74,,,44.0,43.0,36.0,55.0,,,602.0,661.0,582.0,640.0,,,3.0,8.0,5.0,5.0,,,12.09%,14.05%,12.08%,20.22%,,,25.56%,30.05%,34.73%,34.86%,,,25.56%,30.05%,34.73%,34.86%,,,0.30%,-0.10%,3.50%,4.90%,,,3.70%,8.20%,12.80%,13.00%,,,2.50%,6.90%,11.60%,11.80%,,,27.27%,57.14%,55.56%,45.45%,,,26.42%,43.59%,45.14%,40.16%,,,26.40%,43.60%,45.10%,40.20%,,,0.20%,12.40%,13.20%,7.70%,,,18.80%,22.00%,23.40%,27.50%,,,0.8,1.0,0.9,0.9,,,0.8,1.0,0.9,0.9,,,0.1,0.0,-0.2,-0.1,,,1.7,2.2,2.0,2.4,,,1.7,2.2,2.0,2.4,,-,-0.3,-0.3,-0.6,-0.3,-,,0.03,0.54,0.33,0.73,,,0.08,0.58,0.38,0.78,,28.17,202.0,71.0,0.0,4.69,7.31,4.77,27.5,115,104.25,77.77,83.5,-,-,-,-,-,-,-,-,-,,
869,Syndric Steptoe,syndric-steptoe-1,StepSy20,Arizona,Pac-10,7,234,WR,2007,SR,CLE,22,12/6/1984,0.70%,7.70%,4.50%,3.0,33%,1.34,13%,2,19,-,-,-,4,43,8.1,131,1584,12.1,3.0,2.0,26.00%,28.50%,1.8,28.10%,-0.51,-0.51,-0.94,-4.30%,-6.80%,-7.80%,0.2,1.8,1.8,1.2,-1.6,0.0,0.0,-0.5,-1.5,0.0,0.0,-0.5,-1.5,-0.4,-0.8,-0.9,1.70%,29.60%,27.40%,18.10%,1.70%,26.90%,25.10%,16.50%,-18.00%,-6.80%,0.60%,-10.70%,3.50%,28.10%,28.10%,18.72%,5.70%,-23.60%,5.70%,-8.93%,-3.84,-1.50%,0.00%,-5.90%,-0.4,-8.70%,253,12.0,10.0,10.0,11.0,,,1.39,9.56,9.96,11.56,,,9.0,30.0,37.0,55.0,,,77.0,446.0,493.0,568.0,,,0.0,3.0,1.0,2.0,,,2.30%,9.62%,10.05%,15.58%,,,3.49%,23.77%,19.55%,28.06%,,,3.49%,23.77%,19.55%,28.06%,,,-15.80%,-1.50%,-10.60%,-3.10%,,,-19.60%,0.70%,-3.50%,5.00%,,,-22.00%,-1.70%,-6.00%,2.50%,,,0.00%,30.00%,5.26%,22.22%,,,1.75%,29.58%,13.65%,27.43%,,,1.70%,26.90%,12.40%,25.10%,,,-18.00%,0.60%,-18.80%,-6.80%,,,2.90%,16.70%,14.80%,21.80%,,,0.1,0.8,0.9,0.9,,,0.1,0.8,0.9,0.9,,,-0.9,-0.2,-0.1,-0.1,,,0.2,1.6,1.5,1.8,,,0.2,1.6,1.5,1.8,,,-1.5,-0.4,-1,-0.8,-,-,-1.57,-0.19,-0.29,-0.01,,,-1.62,-0.24,-0.34,-0.06,,,28.65,194.0,69.0,17.0,4.59,0.0,0.0,33.0,0,56.1,76.88,87.41,0,0,0,9.00%,4.21,-26,2.48,4.21,2.48,182.0,11.4
870,Mike Walker,mike-walker-1,WalkMi01,Central Florida,CUSA (East),3,79,WR,2007,SR,JAX,22,11/21/1984,1.40%,0.00%,13.90%,5.0,67%,5.86,78%,2,20,20,20.78,2,4,40,12.4,183,2547,13.9,4.6,1.0,46.00%,46.00%,3.1,42.00%,0.43,0.43,-0.28,5.50%,-0.10%,-3.50%,0.96,3.1,3.1,1.9,-0.5,1.6,1.6,0.4,-0.5,1.6,1.6,0.4,-0.8,0.5,0.5,-0.3,7.30%,46.00%,46.00%,26.80%,6.10%,46.00%,46.00%,23.60%,-13.70%,14.10%,14.10%,-3.60%,12.10%,42.00%,42.00%,27.40%,8.00%,5.90%,8.00%,6.96%,6.01,14.80%,0.40%,-2.60%,1.1,-5.70%,268,10.0,7.0,11.0,12.0,,,5.23,4.87,18.56,20.82,,,20.0,9.0,64.0,90.0,,,323.0,191.0,855.0,1178.0,,,0.0,1.0,9.0,7.0,,,4.95%,2.98%,16.28%,23.62%,,,12.13%,9.49%,28.08%,42.00%,,,12.13%,,28.08%,42.00%,,,-7.10%,-15.80%,-2.00%,10.80%,,,-9.80%,,6.10%,20.10%,,,-15.40%,,0.60%,14.50%,,,0.00%,10.00%,37.50%,50.00%,,,7.28%,15.31%,38.75%,46.00%,,,6.10%,9.70%,32.80%,46.00%,,,-13.70%,-16.50%,1.60%,14.10%,,,8.50%,6.20%,22.20%,32.80%,,,0.5,0.4,1.1,1.5,,,0.5,0.4,1.1,1.5,,,-0.3,-0.4,0.1,0.6,,,1.0,1.0,2.6,3.1,,,1.0,1.0,2.6,3.1,,,-0.8,-0.9,0.1,0.5,-,-,-0.51,-0.48,1.1,1.62,,,-0.51,-0.47,1.1,1.62,,,26.83,209.0,74.0,18.0,4.35,6.92,4.39,36.5,121,122.55,118.13,116.74,-,-,-,-,-,-,-,-,-,217.0,24.1
871,Ryne Robinson,ryne-robinson-1,RobiRy00,Miami (OH),MAC (East),4,118,WR,2007,SR,CAR,22,11/4/1984,1.40%,0.00%,9.60%,5.0,66%,5.02,72%,3,19,20,20.82,3,4,50,16.2,258,3697,14.3,5.2,1.0,47.90%,47.90%,2.8,42.40%,0.49,0.49,-0.13,5.50%,3.80%,1.70%,0.88,2.8,2.8,2.1,-0.7,1.2,1.2,0.5,-0.7,1.3,1.3,0.5,-0.8,0.2,0.2,-0.1,7.50%,47.90%,47.90%,27.20%,7.50%,47.90%,47.90%,27.20%,-12.20%,15.90%,15.90%,-0.10%,9.80%,42.40%,42.40%,28.18%,34.50%,4.90%,34.50%,19.71%,7.14,12.90%,-1.20%,-0.90%,0.7,-11.50%,251,14.0,13.0,11.0,12.0,,,6.36,14.3,22.34,21.78,,,28.0,64.0,75.0,91.0,,,468.0,932.0,1119.0,1178.0,,,2.0,4.0,8.0,8.0,,,5.24%,13.91%,16.85%,21.77%,,,9.81%,25.64%,34.88%,42.39%,,,9.81%,25.64%,34.88%,42.39%,,,-9.50%,0.40%,4.80%,11.20%,,,-12.90%,3.00%,12.20%,19.70%,,,-14.60%,1.20%,10.50%,18.00%,,,5.26%,16.67%,29.63%,53.33%,,,7.54%,21.15%,32.26%,47.86%,,,7.50%,21.20%,32.30%,47.90%,,,-12.20%,-5.10%,1.00%,15.90%,,,7.50%,19.80%,25.90%,32.10%,,,0.5,1.1,1.4,1.6,,,0.5,1.1,1.4,1.6,,,-0.4,0.2,0.6,0.7,,,0.9,2.0,2.5,2.8,,,0.9,2.0,2.5,2.8,,,-0.8,0.1,0,0.2,-,-,-0.69,0.46,0.94,1.25,,,-0.68,0.47,0.95,1.26,,,26.43,179.0,69.0,0.0,4.47,6.71,4.21,35.0,123,121,78.85,89.67,0,0,0,6.30%,3.03,-4.6,1.88,3.03,1.88,35.0,2.2
872,Keenan Burton,keenan-burton-1,BurtKe00,Kentucky,SEC (East),4,128,WR,2008,SR,STL,23,10/29/1984,8.90%,6.70%,7.80%,4.2,52%,4.85,71%,2,20,21,21.84,2,4,43,12.9,187,2363,12.6,4.3,2.0,27.50%,32.30%,2.0,24.30%,-0.07,-0.07,-0.74,-2.90%,-1.20%,-8.30%,0.7,2.4,1.5,1.6,-1,0.7,-0.2,-0.1,-1,0.7,-0.2,-0.1,-1,-0.2,-1.1,-0.7,12.10%,41.60%,22.90%,27.60%,10.10%,33.80%,21.10%,22.90%,-9.60%,-11.30%,1.80%,-6.00%,9.10%,19.80%,28.80%,19.24%,-22.20%,31.00%,31.00%,11.40%,4.99,2.00%,0.00%,-3.10%,0.3,-7.70%,254,10.0,1.0,7.0,13.0,12.0,,5.65,0.0,10.36,19.43,16.18,,20.0,0.0,24.0,77.0,66.0,,221.0,0.0,365.0,1036.0,741.0,,2.0,0.0,2.0,12.0,9.0,,5.25%,0.00%,7.89%,17.74%,12.60%,,9.11%,0.00%,19.66%,28.80%,19.80%,,9.11%,,,28.80%,19.80%,,-10.20%,,-10.50%,-2.40%,-10.10%,,-13.00%,,,6.70%,-2.30%,,-11.40%,,,8.30%,-0.70%,,11.11%,0.00%,33.33%,38.71%,22.50%,,12.13%,0.00%,41.63%,33.76%,22.91%,,10.10%,,26.50%,33.80%,21.10%,,-9.60%,,-4.70%,1.80%,-11.30%,,7.20%,,13.80%,23.30%,16.20%,,0.4,0.0,0.8,1.3,0.8,,0.4,,0.8,1.3,0.8,,-0.7,,-0.2,0.2,-0.3,,0.7,0.0,1.9,2.4,1.5,,0.7,,1.9,2.4,1.5,,-1,-,-0.6,-0.2,-1.1,-,-1.0,,0.19,0.69,-0.16,,-0.98,,0.21,0.71,-0.14,,26.52,201.0,73.0,10.0,4.44,6.77,4.2,38.5,125,127.95,101.85,103.44,0,0,0,6.90%,3.5,-7.8,2.85,5.54,4.22,172.0,13.2
873,Dominique Zeigler,dominique-zeigler-1,ZiegDo00,Baylor,Big 12 (South),UDFA,UDFA,WR,2007,SR,0,22,10/11/1984,1.40%,33.30%,5.00%,3.0,33%,2.19,32%,0,19,20,20.89,2,3,37,10.8,166,1923,11.6,4.5,2.0,24.50%,25.30%,1.6,23.50%,-0.07,-0.07,-0.83,0.00%,1.30%,-5.60%,1.49,1.6,1.6,1.5,-0.1,0.0,0.0,-0.1,-0.3,-0.2,-0.2,-0.3,-0.4,-0.4,-1.0,-0.8,4.80%,31.50%,19.10%,21.10%,2.00%,31.50%,17.50%,19.30%,-0.10%,-14.50%,0.30%,-4.80%,4.00%,22.50%,24.60%,23.32%,-4.10%,24.60%,24.60%,10.26%,-4.13,-4.60%,0.80%,-1.40%,-0.7,-,-,5.0,10.0,11.0,11.0,,,3.46,13.86,12.21,13.63,,,9.0,55.0,48.0,54.0,,,83.0,536.0,563.0,741.0,,,0.0,5.0,5.0,3.0,,,2.67%,13.92%,12.28%,10.65%,,,4.04%,22.89%,24.61%,22.45%,,,,22.89%,24.61%,22.45%,,,,-2.40%,-5.50%,-8.70%,,,,-0.50%,1.30%,-0.90%,,,,0.90%,2.60%,0.40%,,,0.00%,29.41%,38.46%,12.50%,,,4.84%,28.76%,31.53%,19.07%,,,2.00%,26.10%,31.50%,17.50%,,,,-0.10%,0.30%,-14.50%,,,3.40%,18.40%,18.40%,16.60%,,,0.2,0.8,0.8,1.1,,,,0.8,0.8,1.1,,,,-0.2,-0.2,0.2,,,0.6,1.5,1.4,1.6,,,,1.5,1.4,1.6,,,-,-0.4,-1.1,-1,-,-,,-0.09,-0.14,0.01,,,,-0.29,-0.34,-0.18,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,0,0,0,6.30%,3.15,2.1,3.68,2.94,3.01,97.0,12.1
874,Domenik Hixon,domenik-hixon-1,HixoDo00,Akron,MAC (East),4,130,WR,2006,SR,DEN,21,10/8/1984,1.40%,0.00%,10.20%,6.1,82%,6.06,80%,1,19,19,19.9,1,3,31,18.1,141,2092,14.8,4.5,1.0,33.40%,33.40%,2.4,33.50%,0.01,0.01,-0.47,10.10%,8.90%,-2.60%,0,2.5,2.2,2.4,-1.6,0.9,0.7,0,-1.7,0.8,0.6,-0.1,-1.7,0.6,-0.3,-0.5,0.00%,33.40%,33.40%,33.40%,33.40%,33.40%,33.40%,33.40%,7.10%,2.20%,7.10%,4.70%,0.00%,33.50%,33.50%,33.50%,28.00%,28.00%,28.00%,<2 Yrs of Data,3.77,4.00%,-0.10%,1.30%,0.3,-,-,7.0,11.0,13.0,,,,0.0,17.29,18.95,,,,0.0,66.0,75.0,,,,0.0,882.0,1210.0,,,,0.0,6.0,8.0,,,,0.00%,18.75%,13.94%,,,,0.00%,33.47%,33.53%,,,,,33.47%,33.53%,,,,-19.30%,8.20%,3.40%,,,,,10.10%,10.20%,,,,,8.90%,8.90%,,,,0.00%,33.33%,33.33%,,,,0.00%,33.40%,33.43%,,,,,33.40%,33.40%,,,,,7.10%,2.20%,,,,,26.10%,23.70%,,,,0.0,1.2,1.3,,,,0.0,1.2,1.3,,,,-1.0,0.3,0.3,,,,0.0,2.5,2.2,,,,0.0,2.5,2.2,,,,-1.7,0.6,-0.3,-,-,-,-1.57,0.93,0.68,,,,-1.6,0.91,0.65,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,0,0,0,1.50%,1,-0.1,0.35,4.23,4.13,5.0,0.3
875,Robert Meachem,robert-meachem-1,MeacRo00,Tennessee,SEC (East),1,27,WR,2007,JR,NOR,22,9/28/1984,8.90%,6.70%,18.80%,5.1,68%,8.34,92%,3,21,21,21.93,3,3,34,12.4,125,2140,17.1,3.7,1.0,41.80%,41.80%,3.1,37.80%,0.22,0.22,-0.42,1.10%,4.40%,-4.90%,1.45,3.1,3.1,1.9,-0.2,1.4,1.4,0.2,-0.3,1.4,1.4,0.2,-0.5,0.5,0.5,-0.4,18.50%,41.80%,41.80%,26.70%,15.70%,41.80%,41.80%,25.10%,-10.60%,9.90%,9.90%,-4.70%,16.50%,37.80%,37.80%,23.96%,-8.70%,19.80%,19.80%,5.57%,6.21,10.80%,0.10%,-2.20%,1,-4.90%,278,,11.0,10.0,13.0,,,,8.63,7.93,20.55,,,,25.0,29.0,71.0,,,,459.0,383.0,1298.0,,,,4.0,2.0,11.0,,,,6.70%,8.17%,17.11%,,,,16.54%,17.58%,37.75%,,,,16.54%,17.58%,37.75%,,,,-8.70%,-12.50%,6.60%,,,,-6.40%,-5.30%,14.90%,,,,-3.00%,-1.90%,18.20%,,,,14.81%,18.18%,45.83%,,,,18.53%,19.67%,41.79%,,,,15.70%,17.90%,41.80%,,,,-10.60%,-13.30%,9.90%,,,,11.60%,12.90%,27.40%,,,,0.7,0.6,1.7,,,,0.7,0.6,1.7,,,,-0.4,-0.5,0.6,,,,1.5,1.2,3.1,,,,1.5,1.2,3.1,,,-,-0.5,-1.3,0.5,-,-,,-0.25,-0.51,1.43,,,,-0.23,-0.5,1.44,,,27.48,214.0,74.0,0.0,4.39,6.97,4.31,37.5,121,124.25,116.61,115.24,0,0,0,5.60%,3.87,25.7,7.43,5.9,9.36,289.0,20.6
876,Dwayne Bowe,dwayne-bowe-1,BoweDw00,Louisiana State,SEC (West),1,23,WR,2007,SR,KAN,22,9/21/1984,17.80%,14.50%,35.20%,6.4,85%,8.98,95%,0,19,20,20.95,2,3,40,12.2,154,2403,15.6,3.9,1.0,35.10%,35.20%,2.7,30.30%,0.59,0.59,0.03,5.20%,0.90%,-2.40%,2.27,2.7,2.7,2.4,0.5,0.9,0.9,0.6,0.5,0.9,0.9,0.6,0.3,0.3,0.1,0,4.60%,35.40%,35.10%,26.40%,1.60%,35.10%,35.10%,23.70%,-0.80%,3.20%,3.20%,1.30%,3.30%,30.30%,30.30%,26.43%,3.30%,14.10%,14.10%,8.67%,3.81,2.20%,3.00%,0.40%,0.4,-4.10%,288,5.0,10.0,12.0,13.0,,,3.92,12.87,13.83,18.15,,,9.0,39.0,41.0,65.0,,,106.0,597.0,710.0,990.0,,,0.0,5.0,9.0,12.0,,,2.24%,12.34%,11.39%,17.76%,,,3.25%,24.66%,24.38%,30.26%,,,,24.66%,24.38%,30.26%,,,,-0.60%,-5.70%,-0.90%,,,,3.40%,3.10%,9.00%,,,,-0.90%,-1.20%,4.70%,,,0.00%,26.32%,40.91%,40.00%,,,4.56%,30.59%,35.37%,35.13%,,,1.60%,25.50%,32.60%,35.10%,,,,-0.80%,1.40%,3.20%,,,2.70%,18.50%,17.90%,24.00%,,,0.3,0.9,0.9,1.4,,,,0.9,0.9,1.4,,,,-0.1,-0.1,0.4,,,0.7,2.3,2.1,2.7,,,,2.3,2.1,2.7,,,-,0.3,-0.4,0.1,-,-,,0.49,0.36,0.93,,,,0.52,0.39,0.96,,,28.37,221.0,74.0,0.0,4.51,6.81,4.35,33.0,125,118.6,108.12,106.84,1,1,4,21.00%,11.79,10.9,12.47,13.83,12.89,995.0,62.2
877,Derek Hagan,derek-hagan-1,HagaDe00,Arizona State,Pac-10,3,82,WR,2006,SR,MIA,21,9/21/1984,0.70%,7.70%,19.50%,6.1,82%,6.6,84%,1,18,18,18.94,1,3,36,20.6,226,3534,15.6,6.3,1.0,29.20%,29.20%,2.5,29.90%,0.66,0.66,0.37,7.10%,7.20%,5.90%,2.32,2.5,2.5,2.4,0.6,0.7,0.7,0.7,0.5,0.6,0.6,0.6,0.6,0.6,-0.1,0.4,34.30%,34.30%,24.00%,29.70%,34.30%,34.30%,24.00%,29.70%,14.60%,-7.20%,14.60%,3.90%,32.70%,27.00%,32.70%,30.80%,72.20%,72.20%,72.20%,<2 Yrs of Data,6.59,3.20%,-1.40%,2.00%,0.3,-6.50%,260,12.0,12.0,12.0,,,,18.97,22.32,20.5,,,,66.0,83.0,77.0,,,,1076.0,1248.0,1210.0,,,,9.0,10.0,8.0,,,,14.22%,16.63%,15.62%,,,,32.70%,32.70%,27.00%,,,,32.70%,32.70%,27.00%,,,,13.40%,7.40%,-3.10%,,,,9.00%,9.00%,3.30%,,,,9.10%,9.10%,3.40%,,,,36.00%,28.57%,21.05%,,,,34.35%,30.64%,24.03%,,,,34.30%,30.60%,24.00%,,,,14.60%,4.40%,-7.20%,,,,23.50%,24.70%,21.30%,,,,1.3,1.5,1.3,,,,1.3,1.5,1.3,,,,0.3,0.4,0.2,,,,2.3,2.5,2.5,,,,2.3,2.5,2.5,,,,0.6,0.6,-0.1,-,-,-,0.55,0.73,0.69,,,,0.44,0.62,0.57,,,,26.71,208.0,74.0,0.0,4.45,0.0,4.07,36.0,124,123.2,107.34,106.08,0,0,0,7.70%,4.68,-11.8,3.78,5.14,4.52,221.0,13.8
