"Maybe: Aggregate data into smaller set of features, then use similarity?",,,"Rookier Year Valuation Metrics: fantasy points,  ???",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DROP,,,LOOK,,,,,,,,,,,,,,,,,,Breakout Ages,,,,Total Counting Stats,,,,,,,,,,,,YTMpA,,,Dominator,,,YTMpA,,,,YTMpA Above Conference pos AVG (>30 tchs),,,,YTMpA Above Team Avg,,,,YTMpA Above Age AVG (Top 24 players,,,,Per Game Dominator,,,,Dominator,,,,DOa (Dom Over Average),,,,MS Yards,,,,Player Above/Below AVG Team YTMpA,,,,Pahowdy Score,,,,,,,Games Played,,,,,,PPR PPG,,,,,,RECs,,,,,,REC Yards,,,,,,REC TDs,,,,,,MS RECs,,,,,,MS REC Yards,,,,,,MS REC Yards (for AVG if played more then 8 games),,,,,,MS Yards above/below Average by age (top 24 players),,,,,,Player Above/Below AVG Conference REC Yds MS >6 games,,,,,,Player Above/Below AVG Team REC Yds MS,,,,,,MS REC TDs,,,,,,Per Game Dominator (Combined REC Yards Touchdown MS),,,,,,Dominator (Combined REC Yards Touchdown MS),,,,,,DOa above/below Average by age (top 24 players),,,,,,Yards Dominator (Rec's used instead of dominator),,,,,,YTMA  Yards Per Team  Attempt,,,,,,YTMA  Yards Per Team  Attempt For Scores >6 games,,,,,,Player Above/Below AVG Conference YTMA,,,,,,YTMpA (Rec Yards Per Team Pass Attempt),,,,,,YTMpA (Rec Yards Per Team Pass Attempt) >6 games,,,,,,Player YTMpA  above/below Average by age (top 24 players),,,,,,Player Above/Below AVG Conference YTMpA >6 games,,,,,,Player Above/Below AVG Team YTMpA,,,,,,Combine,,,,,,,,,,,,NFL Career Marks since 2000,,,,,,,,
Name,cfb_id,pfr_id,School,Conference,DR,DP,NFL POS,Draft Year,Designation in last Year,Landing Team,Age IN DRAFT YEAR (9/1/dy),DOB,Conference Drafted Rate,Conference Hit Rate,Age Adjusted Hit Rate AVG,Pre-Draft,Pre-Draft Percentile,Post-Draft,Post-Draft Percentile,Cr.Year BO,>20%,>30%,Decimal BOA (30%),Cr.Year BO,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Per Game College Dominator Rating,YPTpA Dominator,Yards Dominator,Conference,Team (Conference Adjusted),Age,Conference,Team,Age,First RecYds/TmPatt,Best RecYds/TmPatt,Last RecYds/TmPatt,AVG RecYds/TmPatt,First RecYds/TmPatt Above Conference AVg,Best RecYds/TmPatt Above Conference Avg,Last  RecYds/TmPatt Above Conference Avg,AVG  RecYds/TmPatt Above Conference Avg,First RecYds/TmPatt Above TM Avg,Best RecYds/TmPatt Above TM Avg,Last  RecYds/TmPatt Above TM Avg,AVG  RecYds/TmPatt Above TM Avg,First RecYds/TmPatt Above AGE Avg,Best RecYds/TmPatt Above AGE Avg,Last  RecYds/TmPatt Above AGE Avg,AVG  RecYds/TmPatt Above AGE Avg,First Dominator,Best Dominator,Last Dominator,AVG Dominator (Min 2 Seasons),First Dominator,Best Dominator,Last Dominator,AVG Dominator (Min 2 Seasons),First Doa,Last Doa,Best Doa,Doa (AVG),First MS rec Yards,last ms rec yards,Best MS rec Yards,AVG MS REC Yds,First MS rec Yards,last ms rec yards,Best MS rec Yards,AVG MS REC Yds,PPG Above conference expectation (Best Year),S/EX (MS Yards Over Expectation using a 5 year conference AVG of top producer),TeamMate Score (TeamMate Over Expected),Production Score,Efficency Score (YTMpA Over conference AVG WR1s),Calvin Johnson Index,Combine Score,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,18,19,20,21,22,23,BMI,weight,height,bench,40,3Cone,shuttle,vert,broadInches,Burst Score,HaSS,WaSS,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,Year 1 TGT%,Year 1 EP,Year 1 reFPOE,Year 1 PPG,AVG EP Season 1-3,AVG PPG (PPR) Season 1-3
Brandon Williams,brandon-williams-6,WillBr01,Wisconsin,Big Ten,3,84,WR,2006,SR,SFO,22,2/24/1984,1.40%,14.30%,16.40%,6.7,88%,6.99,86%,1,18,21,21.52,4,4,52,10.9,202,2924,14.5,3.9,1,32.10%,32.10%,3.3,36.90%,0.49,0.49,0.03,3.80%,-0.80%,2.10%,2.07,3.3,3.3,2.2,0.3,1.5,1.5,0.5,0.3,1.5,1.5,0.5,0.3,0.7,0.7,0,24.40%,32.10%,32.10%,20.90%,24.40%,32.10%,32.10%,20.90%,4.60%,0.10%,4.60%,-6.40%,28.80%,36.90%,36.90%,28.59%,5.30%,5.30%,5.30%,<2 Yrs of Data,1.14,6.40%,0.40%,-3.10%,1.1,-11.60%,251,14,13,12,13,,,9.85,9.22,8.28,16.09,,,52,49,42,59,,,663,649,517,1095,,,3,1,0,6,,,16.20%,14.80%,12.92%,17.56%,,,28.79%,22.91%,25.77%,36.88%,,,28.79%,22.91%,25.77%,36.88%,,,9.50%,-2.40%,-4.40%,5.70%,,,4.00%,-1.90%,1.00%,12.10%,,,-0.60%,-6.50%,-3.70%,7.40%,,,20.00%,5.56%,0.00%,27.27%,,,24.39%,14.23%,12.89%,32.08%,,,24.40%,14.20%,12.90%,32.10%,,,4.60%,-12.00%,-18.30%,0.10%,,,22.50%,18.90%,19.30%,27.20%,,,0.7,0.7,0.7,1.3,,,0.7,0.7,0.7,1.3,,,-0.3,-0.3,-0.3,0.3,,,2.1,2,1.6,3.3,,,2.1,2,1.6,3.3,,,0.3,0,-0.9,0.7,-,-,0.33,0.23,-0.14,1.53,,,0.29,0.18,-0.19,1.48,,,26.43,179,69,0,4.48,6.87,4.07,34.5,115,116.15,78.15,88.87,0,0,0,0.00%,0,0,0,1.5,0
Travis Wilson,travis-wilson-2,WilsTr00,Oklahoma,Big 12 (South),3,78,WR,2006,SR,CLE,22,2/11/1984,1.40%,33.30%,12.10%,2.4,22%,4.26,66%,-,20,-,-,-,3,31,10.6,99,1254,12.7,3.2,2,18.80%,23.20%,1.6,17.30%,-0.26,-0.26,-1.02,-10.10%,-8.20%,-15.00%,0.75,1.6,1.6,1.3,-0.8,0,0,-0.3,-1.1,-0.2,-0.3,-0.5,-1.2,-0.9,-1,-1,10.30%,25.30%,21.00%,18.90%,8.10%,25.30%,12.30%,15.20%,-18.10%,-19.70%,-5.90%,-14.60%,6.90%,14.50%,20.00%,13.47%,-18.10%,-18.10%,-18.10%,<2 Yrs of Data,-3.89,-9.20%,-0.60%,-5.10%,-0.7,-5.30%,274,,11,13,7,,,,7.05,14.04,10.59,,,,24,50,25,,,,284,660,310,,,,4,11,1,,,,5.01%,12.35%,7.44%,,,,6.93%,20.01%,14.55%,,,,6.93%,20.01%,,,,,-18.40%,-10.10%,-16.70%,,,,-16.60%,-3.60%,,,,,-14.70%,-1.60%,,,,,9.30%,30.56%,10.00%,,,,10.33%,25.28%,21.04%,,,,8.10%,25.30%,12.30%,,,,-18.10%,-5.90%,-19.70%,,,,6.00%,16.20%,11.00%,,,,0.4,0.7,0.8,,,,0.4,0.7,0.8,,,,-0.4,0,0,,,,0.8,1.6,1.6,,,,0.8,1.6,1.6,,,-,-1.2,-0.9,-1,-,-,,-0.83,0.05,0,,,,-0.99,-0.11,-0.16,,,27.48,214,74,0,4.47,6.7,3.99,36.5,120,122.05,108.48,107.2,0,0,0,6.30%,2.7,-2.9,1.73,2.7,1.73
Wallace Wright,wallace-wright-1,WrigWa00,North Carolina,ACC (Coastal),UDFA,UDFA,WR,2006,SR,0,22,2/1/1984,4.80%,6.40%,1.00%,3.3,38%,2.39,36%,1,-,-,-,-,2,26,6.2,22,295,13.4,0.8,6,9.30%,17.50%,0.6,7.50%,-1.44,-1.44,-1.85,-19.30%,-18.00%,-21.50%,0,0.6,0.6,0.6,-1.7,-1.1,-1.1,-1.4,-1.6,-1,-1,-1.3,-1.7,-1.7,-2,-1.9,0.00%,23.60%,11.40%,17.50%,7.90%,9.30%,9.30%,8.60%,-22.60%,-22.60%,-22.60%,-7.50%,0.00%,7.50%,7.50%,7.47%,-1.20%,-1.20%,-1.20%,<2 Yrs of Data,-5.4,-21.80%,-0.70%,-2.30%,-1.7,-,-,9,4,4,9,,,0,0,8.48,3.96,,,0,0,10,12,,,0,0,119,176,,,0,0,2,1,,,0.00%,0.00%,2.96%,3.38%,,,0.00%,0.00%,4.62%,7.47%,,,0.00%,,,7.47%,,,-19.30%,,,-23.70%,,,-23.00%,,,-15.60%,,,-21.70%,,,-14.30%,,,0.00%,0.00%,11.11%,11.11%,,,0.00%,0.00%,23.60%,11.35%,,,,,7.90%,9.30%,,,,,,-22.60%,,,,,3.80%,5.40%,,,0,0,0.5,0.3,,,0,,,0.3,,,-0.8,,,-1.1,,,0,0,1.1,0.6,,,0,,,0.6,,,-1.7,-,-,-2,-,-,-1.74,,,-1.14,,,-1.58,,,-0.97,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,0,0,0,0.00%,0,0,0,2.78,2.45
Chris Davis,chris-davis-2,DaviCh02,Florida State,ACC (Atlantic),4,128,WR,2007,SR,TEN,23,1/23/1984,6.80%,9.40%,4.90%,2.1,19%,3.63,57%,-,21,-,-,-,4,48,8.3,137,1842,13.4,2.9,1,21.80%,22.20%,1.6,22.50%,-0.54,-0.54,-1.37,-6.40%,-9.20%,-14.80%,0.65,1.6,1.6,1.1,-0.9,0,0,-0.5,-0.8,0.1,0.1,-0.4,-1.3,-1.1,-1.1,-1.4,8.20%,22.70%,21.80%,15.70%,7.60%,21.80%,21.80%,14.90%,-18.60%,-10.60%,-10.60%,-15.60%,7.50%,22.50%,22.50%,14.30%,30.30%,5.90%,30.30%,18.12%,-2.47,-5.00%,-0.50%,-7.20%,-0.6,-11.60%,245,,12,11,12,13,,,5.24,3.95,12.48,11.55,,,23,14,51,49,,,264,228,666,684,,,2,1,5,4,,,5.26%,3.49%,9.70%,11.16%,,,7.53%,9.03%,18.13%,22.51%,,,7.53%,9.03%,18.13%,22.51%,,,-17.80%,-21.10%,-13.10%,-7.40%,,,-13.10%,-11.60%,-2.50%,1.80%,,,-16.00%,-14.50%,-5.40%,-1.00%,,,7.69%,9.09%,23.81%,21.05%,,,8.25%,9.88%,22.72%,21.78%,,,7.60%,9.10%,21.00%,21.80%,,,-18.60%,-22.20%,-11.00%,-10.60%,,,6.40%,6.30%,13.90%,16.80%,,,0.3,0.3,0.8,0.9,,,0.3,0.3,0.8,0.9,,,-0.3,-0.4,-0.1,0,,,0.7,0.6,1.4,1.6,,,0.7,0.6,1.4,1.6,,-,-1.3,-1.9,-1.2,-1.1,-,,-0.94,-0.97,-0.22,-0.03,,,-0.76,-0.8,-0.05,0.14,,25.97,181,70,0,4.5,6.66,4.14,35.5,115,117.85,79.9,88.28,-,-,-,-,-,-,-,-,-
Jesse Holley,jesse-holley-1,HollJe00,North Carolina,ACC (Coastal),UDFA,UDFA,WR,2007,SR,0,23,1/8/1984,4.80%,6.40%,1.00%,3.4,40%,2.47,37%,-,-,-,-,-,4,41,8.2,126,1760,14,3.1,3,19.90%,19.90%,1.6,25.00%,-0.38,-0.38,-1.06,0.20%,0.50%,-10.80%,0.67,1.9,1.4,1.4,-1.1,0.1,-0.3,-0.4,-1,0.3,-0.2,-0.3,-1.3,-0.7,-1.2,-1.1,13.10%,19.90%,19.90%,17.10%,7.60%,19.90%,19.90%,15.40%,-18.60%,-12.50%,-12.20%,-15.00%,5.70%,21.60%,28.40%,22.59%,-1.20%,-18.60%,-1.20%,-9.89%,-2.97,-0.80%,-0.50%,-6.80%,-0.4,-,-,,7,11,11,12,,,5.83,8,10.91,7.97,,,12,30,47,37,,,168,456,670,466,,,2,2,1,2,,,2.80%,8.88%,13.24%,11.21%,,,5.74%,17.72%,28.43%,21.61%,,,,17.72%,28.43%,21.61%,,,-19.50%,-12.40%,-2.80%,-8.30%,,,,-4.70%,6.00%,-0.80%,,,,-4.40%,6.30%,-0.50%,,,9.52%,11.11%,11.11%,18.18%,,,13.08%,15.73%,19.77%,19.90%,,,7.60%,14.40%,19.80%,19.90%,,,-18.60%,-16.80%,-12.20%,-12.50%,,,4.30%,13.30%,20.80%,16.40%,,,0.4,0.7,0.9,0.7,,,0.4,0.7,0.9,0.7,,,-0.3,0,0,-0.3,,,0.7,1.5,1.9,1.4,,,0.7,1.5,1.9,1.4,,-,-1.3,-1,-0.7,-1.2,-,,-1.07,-0.27,0.14,-0.33,,,-0.95,-0.16,0.26,-0.22,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,0,0,0,0.00%,0,0,0,-,-
Mike Williams,mike-williams-3,WillMi03,Southern California,Pac-10,1,10,WR,2005,SO,DET,21,1/4/1984,0.70%,7.70%,38.00%,9.2,98%,10.23,99%,1,18,18,18.66,1,2,26,24,176,2579,14.7,6.8,1,37.80%,37.80%,3,34.70%,1,1,0.95,8.90%,8.10%,10.90%,2.56,3,3,2.8,0.8,1.2,1.2,1,0.7,1.1,1.1,0.9,0.8,1.1,1.1,0.9,37.10%,37.80%,37.80%,37.50%,37.10%,37.80%,37.80%,37.50%,17.30%,11.60%,17.30%,14.50%,31.70%,34.70%,34.70%,33.19%,-,-,0.00%,<2 Yrs of Data,9.33,5.00%,1.30%,4.70%,0.8,-3.60%,285,13,13,,,,,22.57,25.45,,,,,81,95,,,,,1265,1314,,,,,14,16,,,,,16.40%,21.54%,,,,,31.72%,34.66%,,,,,31.72%,34.66%,,,,,12.50%,9.40%,,,,,7.40%,10.40%,,,,,6.60%,9.50%,,,,,42.42%,41.03%,,,,,37.07%,37.84%,,,,,37.10%,37.80%,,,,,17.30%,11.60%,,,,,24.10%,28.10%,,,,,1.3,1.6,,,,,1.3,1.6,,,,,0.3,0.6,,,,,2.6,3,,,,,2.6,3,,,,,0.8,1.1,-,-,-,-,0.79,1.21,,,,,0.62,1.04,,,,,27.16,229,77,0,4.56,0,0,36.5,0,62.05,116.08,105.93,0,0,0,12.50%,6.48,-20.7,5,5.09,3.47
Sinorice Moss,sinorice-moss-1,MossSi00,Miami (FL),ACC (Coastal),2,44,WR,2006,SR,NYG,22,12/28/1983,4.80%,6.40%,17.60%,2.5,24%,5.31,76%,0,21,-,-,-,3,28,7.4,65,1076,16.6,2.3,1,26.90%,26.90%,1.8,23.70%,-0.27,-0.27,-1.07,-4.90%,-0.60%,-12.60%,1.14,1.8,1.8,1.5,-0.6,0.1,0.1,-0.3,-0.4,0.2,0.2,-0.1,-1.4,-0.8,-0.8,-1.1,4.30%,26.90%,26.90%,15.60%,2.00%,26.90%,26.90%,14.00%,-18.20%,-5.10%,-5.10%,-11.60%,4.00%,23.70%,23.70%,18.11%,-0.60%,-0.60%,-0.60%,<2 Yrs of Data,-2.22,-5.50%,-1.20%,-3.30%,-0.5,-9.20%,260,,6,10,12,,,,3.18,7.35,11.66,,,,8,20,37,,,,111,351,614,,,,0,3,6,,,,1.95%,5.41%,10.95%,,,,3.97%,12.48%,23.74%,,,,,12.48%,23.74%,,,,,-17.60%,-7.50%,,,,,-10.50%,0.70%,,,,,-6.20%,5.10%,,,,0.00%,13.64%,30.00%,,,,4.30%,15.67%,26.87%,,,,2.00%,13.10%,26.90%,,,,,-18.20%,-5.10%,,,,3.00%,8.90%,17.30%,,,,0.3,0.6,0.9,,,,,0.6,0.9,,,,,-0.2,-0.5,,,,0.6,1.1,1.8,,,,,1.1,1.8,,,-,-,-1.4,-0.8,-,-,,,-0.61,0.07,,,,,-0.44,0.24,,,28.13,185,68,0,4.38,0,0,0,0,-,85.86,100.53,0,0,0,6.70%,3.44,-9.7,1.5,4.05,3.59
Brian Clark,brian-clark-1,ClarBr00,North Carolina State,ACC (Atlantic),UDFA,UDFA,WR,2006,SR,0,22,12/26/1983,6.80%,9.40%,1.50%,3.2,37%,2.33,35%,2,21,21,21.68,2,3,26,10.3,76,1296,17.1,2.9,1,33.20%,44.30%,2.1,23.50%,-0.07,-0.07,-0.82,-1.80%,-2.50%,-13.90%,1.45,2.1,2.1,1.5,-0.1,0.6,0.6,-0.1,0.1,0.8,0.8,0.2,-0.5,-0.4,-0.4,-0.8,11.50%,44.30%,44.30%,27.60%,8.80%,33.20%,33.20%,19.80%,-17.40%,1.30%,1.30%,-10.00%,12.00%,23.50%,23.50%,17.75%,-12.30%,-12.30%,-12.30%,<2 Yrs of Data,-2.2,-4.00%,-2.10%,-4.00%,0,-,-,,10,7,9,,,,9.98,8.16,12.74,,,,33,18,25,,,,548,211,537,,,,2,3,6,,,,6.69%,5.25%,7.49%,,,,11.97%,9.50%,23.53%,,,,11.97%,,23.53%,,,,-13.30%,-20.60%,-7.70%,,,,-7.50%,,4.00%,,,,-8.30%,,3.30%,,,,5.71%,25.00%,42.86%,,,,11.49%,27.10%,44.26%,,,,8.80%,17.20%,33.20%,,,,-17.40%,-14.00%,1.30%,,,,9.30%,7.40%,15.50%,,,,0.8,0.4,0.9,,,,0.8,0.4,0.9,,,,0,-0.4,0.2,,,,1.4,1,2.1,,,,1.4,1,2.1,,,-,-0.5,-1.5,-0.4,-,-,,-0.15,-0.63,0.55,,,,0.1,-0.38,0.8,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,0,0,0,0.00%,0,0,0,2.19,1.34
P.K. Sam,pk-sam-1,SamxP.20,Florida State,ACC,5,164,WR,2004,JR,NWE,20,12/26/1983,0.00%,-,4.90%,4.7,61%,4.22,66%,-,19,-,-,-,2,20,8.2,65,908,14,3.3,2,20.10%,20.10%,1.7,21.00%,-0.22,-0.22,-0.57,-0.10%,-4.40%,-8.90%,0.83,1.7,1.7,1.3,-0.6,0.2,0.2,-0.2,-0.7,0.2,0.2,-0.2,-0.9,-0.2,-0.2,-0.6,5.90%,20.10%,20.10%,13.00%,2.90%,20.10%,20.10%,11.50%,-16.80%,-6.20%,-6.20%,-11.50%,5.90%,21.00%,21.00%,20.97%,-,-,0.00%,<2 Yrs of Data,-1.85,-7.60%,0.00%,-3.90%,-0.4,-6.90%,251,7,13,,,,,4.66,11.84,,,,,15,50,,,,,173,735,,,,,0,5,,,,,3.61%,11.44%,,,,,5.85%,20.97%,,,,,,20.97%,,,,,-13.40%,-4.30%,,,,,,-0.10%,,,,,,-4.40%,,,,,0.00%,19.23%,,,,,5.85%,20.10%,,,,,2.90%,20.10%,,,,,-16.80%,-6.20%,,,,,4.70%,16.20%,,,,,0.4,0.8,,,,,0.4,0.8,,,,,-0.5,-0.1,,,,,0.8,1.7,,,,,0.8,1.7,,,,,-0.9,-0.2,-,-,-,-,-0.65,0.2,,,,,-0.71,0.14,,,,,26.25,210,75,0,4.54,7.04,0,34.5,0,58.65,102.76,98.86,-,-,-,-,-,-,-,-,-
John Broussard,john-broussard-1,BrouJo00,San Jose State,WAC,7,229,WR,2007,SR,JAX,23,12/18/1983,1.40%,0.00%,1.70%,4.3,54%,1.97,25%,3,21,22,22.71,3,4,41,9.5,98,1548,15.8,2.4,2,33.10%,33.10%,2.9,35.70%,0.12,0.12,-0.84,0.90%,-3.30%,-7.10%,1.3,2.9,2.9,1.7,-0.3,1.3,1.3,0.1,-0.3,1.3,1.3,0.1,-1.2,0.3,0.3,-0.8,0.00%,33.10%,33.10%,23.80%,12.20%,33.10%,33.10%,23.80%,-19.00%,0.70%,0.70%,-8.10%,0.00%,35.70%,35.70%,23.28%,-7.40%,-17.70%,-7.40%,-12.53%,-1.62,8.20%,1.20%,-3.20%,0.8,-,-,,6,11,11,13,,,0,6.15,8.46,13.85,,,0,20,26,52,,,0,343,361,844,,,0,1,5,7,,,0.00%,7.60%,7.28%,18.06%,,,0.00%,17.74%,16.33%,35.75%,,,,17.74%,16.33%,35.75%,,,,-12.40%,-14.90%,5.80%,,,,-4.60%,-6.00%,13.40%,,,,-8.90%,-10.30%,9.20%,,,0.00%,6.67%,35.71%,30.43%,,,0.00%,12.21%,26.02%,33.09%,,,,12.20%,26.00%,33.10%,,,,-19.00%,-5.90%,0.70%,,,,12.70%,11.80%,26.90%,,,0,0.6,0.5,1.1,,,,0.6,0.5,1.1,,,,-0.2,-0.2,0.4,,,0,1.3,1,2.9,,,,1.3,1,2.9,,-,-,-1.2,-1.6,0.3,-,,,-0.32,-0.61,1.31,,,,-0.28,-0.57,1.35,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,0,0,0,10.20%,4.78,3.5,5.65,4.78,5.65
Roy Hall,roy-hall-1,HallRo02,Ohio State,Big Ten,5,169,WR,2007,SR,IND,23,12/8/1983,1.40%,14.30%,1.80%,1.2,9%,2.29,34%,-,-,-,-,-,4,31,5,46,511,11.1,1.5,6,7.40%,11.50%,0.9,8.10%,-1.08,-1.08,-1.78,-,-,-23.90%,0,1.1,0.7,0.9,-1.7,-0.6,-1,-1.1,-1.7,-0.6,-1,-1,-1.9,-1.4,-2,-1.8,0.00%,13.60%,9.50%,9.10%,9.00%,9.00%,5.90%,5.80%,-22.20%,-26.60%,-22.20%,-26.10%,0.00%,5.30%,10.90%,-,4.10%,-2.90%,4.10%,0.58%,-9.29,-18.70%,0.20%,-8.90%,-1,-,-,,8,8,7,8,,,0,5.75,4.2,4.96,,,0,17,16,13,,,0,230,134,147,,,0,1,0,2,,,0.00%,5.50%,5.30%,3.83%,,,0.00%,10.93%,4.95%,5.28%,,,0.00%,10.93%,,5.28%,,,-25.30%,-19.20%,-26.30%,-24.70%,,,,,,,,,,,,,,,0.00%,7.14%,0.00%,6.45%,,,0.00%,13.55%,4.24%,9.53%,,,,9.00%,2.50%,5.90%,,,,-22.20%,-29.50%,-26.60%,,,,8.20%,5.10%,4.60%,,,0,0.5,0.3,0.3,,,0,0.5,0.3,0.3,,,-0.8,-0.3,-0.5,-0.5,,,0,1.1,0.8,0.7,,,0,1.1,0.8,0.7,,-,-1.9,-1.4,-1.8,-2,-,,-1.72,-0.61,-0.96,-1.02,,,-1.75,-0.63,-0.99,-1.04,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,0,0,0,0.00%,0,0,0,6.2,1.9
Paul Williams,paul-williams-2,WillPa00,Fresno State,WAC,3,80,WR,2007,SR,TEN,23,12/2/1983,1.40%,0.00%,10.70%,3.9,46%,5.2,75%,1,21,-,-,-,3,25,7.9,64,958,15,2.6,4,15.60%,20.20%,1.7,16.80%,0.08,0.08,-0.89,-0.80%,1.10%,-9.70%,1.7,1.7,1.7,1.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-0.9,-0.9,-0.9,-0.9,0.00%,22.10%,18.30%,20.20%,22.10%,22.10%,9.20%,15.60%,-9.90%,-9.90%,-9.90%,-3.30%,0.00%,12.10%,21.50%,21.54%,20.00%,-28.30%,20.00%,-4.15%,-2.68,-6.00%,-0.40%,-1.00%,-0.4,-6.90%,262,,,6,13,6,,,,1.72,12.78,9.12,,,,0,43,21,,,,0,729,229,,,,0,7,1,,,,0.00%,10.02%,6.52%,,,,0.00%,21.54%,12.07%,,,,,21.54%,,,,,,-9.70%,,,,,,-0.80%,,,,,,1.10%,,,,,0.00%,22.58%,6.25%,,,,0.00%,22.06%,18.32%,,,,,22.10%,9.20%,,,,,-9.90%,,,,,,15.80%,9.30%,,,,0.1,0.9,0.8,,,,,0.9,,,,,,0.1,,,,,0,1.7,1.4,,,,,1.7,,,-,-,-,-0.9,-,-,,,,0.08,,,,,,0.12,,,27.05,205,73,0,4.45,7.03,4.24,38.5,125,127.95,102.95,104.55,0,0,0,5.30%,2.35,-3,0.85,2.35,0.85
Chris Davis,chris-davis-4,DaviCh03,Wake Forest,ACC (Atlantic),UDFA,UDFA,WR,2006,SR,0,22,12/1/1983,6.80%,9.40%,2.00%,2.7,29%,2.05,28%,1,20,-,-,-,4,33,5.2,57,668,11.7,1.7,3,18.10%,28.00%,1.1,13.00%,-0.88,-0.88,-1.34,-5.80%,-8.90%,-16.20%,0,1.1,1.1,1.1,-1.6,-0.5,-0.5,-0.9,-1.3,-0.2,-0.2,-0.6,-1.7,-0.9,-1.4,-1.3,0.00%,31.50%,24.50%,23.00%,13.10%,22.90%,13.30%,16.40%,-13.20%,-8.30%,-8.30%,-10.70%,0.00%,12.40%,13.70%,13.70%,-25.60%,-25.60%,-25.60%,<2 Yrs of Data,-5.91,-13.90%,1.60%,-3.10%,-1,-,-,7,12,8,6,,,0.13,5.25,6.2,9.03,,,0,19,15,23,,,0,249,199,220,,,0,1,2,1,,,0.00%,7.63%,6.17%,7.85%,,,0.00%,13.70%,12.46%,12.40%,,,,13.70%,12.46%,,,,-19.30%,-11.60%,-17.70%,,,,,-5.80%,,,,,,-8.90%,,,,,0.00%,12.50%,33.33%,14.29%,,,0.00%,13.10%,31.48%,24.46%,,,,13.10%,22.90%,13.30%,,,,-13.20%,-8.30%,,,,,10.70%,9.30%,10.10%,,,0,0.4,0.4,0.6,,,0,0.4,0.4,,,,-0.8,-0.4,-0.4,,,,0,1,1.1,1.4,,,0,1,1.1,,,,-1.7,-0.9,-1.4,-,-,-,-1.59,-0.59,-0.47,,,,-1.35,-0.35,-0.22,,,,UNK,0,0,0,0,0,0,0,0,-,UNK,UNK,0,0,0,3.10%,1.6,-0.3,1.3,1.6,1.3
